world_cup_year,match_date,stage,team_rank,team_goals,opponent_goals,opponent_code,opponent,opponent_rank,opponent_confederation,result,team_shootout_goals,opponent_shootout_goals,extra_time,status,ranking_date,ranking_source_url,match_source_url
2010,2010-06-17,Group stage,7,4,1,KOR,Korea Republic,47,AFC,win,,,False,completed,2010-05-26,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/,https://www.fifa.com/en/tournaments/mens/worldcup/southafrica2010
2010,2010-06-22,Group stage,7,2,0,GRE,Greece,13,UEFA,win,,,False,completed,2010-05-26,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/,https://www.fifa.com/en/tournaments/mens/worldcup/southafrica2010
2010,2010-06-27,Round of 16,7,3,1,MEX,Mexico,17,CONCACAF,win,,,False,completed,2010-05-26,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/,https://www.fifa.com/en/tournaments/mens/worldcup/southafrica2010
2010,2010-07-03,Quarter-final,7,0,4,GER,Germany,6,UEFA,loss,,,False,completed,2010-05-26,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/,https://www.fifa.com/en/tournaments/mens/worldcup/southafrica2010
2014,2014-06-15,Group stage,5,2,1,BIH,Bosnia and Herzegovina,21,UEFA,win,,,False,completed,2014-06-05,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html,https://www.fifa.com/en/tournaments/mens/worldcup/brazil2014
2014,2014-06-21,Group stage,5,1,0,IRN,IR Iran,43,AFC,win,,,False,completed,2014-06-05,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html,https://www.fifa.com/en/tournaments/mens/worldcup/brazil2014
2014,2014-06-25,Group stage,5,3,2,NGA,Nigeria,44,CAF,win,,,False,completed,2014-06-05,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html,https://www.fifa.com/en/tournaments/mens/worldcup/brazil2014
2014,2014-07-01,Round of 16,5,1,0,SUI,Switzerland,6,UEFA,win,,,True,completed,2014-06-05,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html,https://www.fifa.com/en/tournaments/mens/worldcup/brazil2014
2014,2014-07-05,Quarter-final,5,1,0,BEL,Belgium,11,UEFA,win,,,False,completed,2014-06-05,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html,https://www.fifa.com/en/tournaments/mens/worldcup/brazil2014
2014,2014-07-09,Semi-final,5,0,0,NED,Netherlands,15,UEFA,win,4,2,True,completed,2014-06-05,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html,https://www.fifa.com/en/tournaments/mens/worldcup/brazil2014
2018,2018-06-16,Group stage,5,1,1,ISL,Iceland,22,UEFA,draw,,,False,completed,2018-06-07,https://inside.fifa.com/tournaments/mens/worldcup/2018russia/news/calculating-russia-2018-s-toughest-groups,https://www.fifa.com/en/tournaments/mens/worldcup/russia2018
2018,2018-06-21,Group stage,5,0,3,CRO,Croatia,20,UEFA,loss,,,False,completed,2018-06-07,https://inside.fifa.com/tournaments/mens/worldcup/2018russia/news/calculating-russia-2018-s-toughest-groups,https://www.fifa.com/en/tournaments/mens/worldcup/russia2018
2018,2018-06-26,Group stage,5,2,1,NGA,Nigeria,48,CAF,win,,,False,completed,2018-06-07,https://inside.fifa.com/tournaments/mens/worldcup/2018russia/news/calculating-russia-2018-s-toughest-groups,https://www.fifa.com/en/tournaments/mens/worldcup/russia2018
2018,2018-06-30,Round of 16,5,3,4,FRA,France,7,UEFA,loss,,,False,completed,2018-06-07,https://inside.fifa.com/tournaments/mens/worldcup/2018russia/news/calculating-russia-2018-s-toughest-groups,https://www.fifa.com/en/tournaments/mens/worldcup/russia2018
2022,2022-11-22,Group stage,3,1,2,KSA,Saudi Arabia,51,AFC,loss,,,False,completed,2022-10-06,https://www.fifa.com/fifa-world-ranking/mens-ranking?dateId=id13792,https://www.fifa.com/en/tournaments/mens/worldcup/qatar2022
2022,2022-11-26,Group stage,3,2,0,MEX,Mexico,13,CONCACAF,win,,,False,completed,2022-10-06,https://www.fifa.com/fifa-world-ranking/mens-ranking?dateId=id13792,https://www.fifa.com/en/tournaments/mens/worldcup/qatar2022
2022,2022-11-30,Group stage,3,2,0,POL,Poland,26,UEFA,win,,,False,completed,2022-10-06,https://www.fifa.com/fifa-world-ranking/mens-ranking?dateId=id13792,https://www.fifa.com/en/tournaments/mens/worldcup/qatar2022
2022,2022-12-03,Round of 16,3,2,1,AUS,Australia,38,AFC,win,,,False,completed,2022-10-06,https://www.fifa.com/fifa-world-ranking/mens-ranking?dateId=id13792,https://www.fifa.com/en/tournaments/mens/worldcup/qatar2022
2022,2022-12-13,Semi-final,3,3,0,CRO,Croatia,12,UEFA,win,,,False,completed,2022-10-06,https://www.fifa.com/fifa-world-ranking/mens-ranking?dateId=id13792,https://www.fifa.com/en/tournaments/mens/worldcup/qatar2022
2026,2026-06-16,Group stage,1,3,0,ALG,Algeria,28,CAF,win,,,False,completed,2026-06-11,https://inside.fifa.com/fifa-world-ranking/men?dateId=id11944,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026
2026,2026-06-22,Group stage,1,2,0,AUT,Austria,24,UEFA,win,,,False,completed,2026-06-11,https://inside.fifa.com/fifa-world-ranking/men?dateId=id11944,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026
2026,2026-06-27,Group stage,1,3,1,JOR,Jordan,63,AFC,win,,,False,completed,2026-06-11,https://inside.fifa.com/fifa-world-ranking/men?dateId=id11944,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026
2026,2026-07-03,Group stage,1,3,2,CPV,Cabo Verde,67,CAF,win,,,True,completed,2026-06-11,https://inside.fifa.com/fifa-world-ranking/men?dateId=id11944,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026
2026,2026-07-07,Round of 16,1,3,2,EGY,Egypt,29,CAF,win,,,False,completed,2026-06-11,https://inside.fifa.com/fifa-world-ranking/men?dateId=id11944,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026
2026,2026-07-11,Quarter-final,1,3,1,SUI,Switzerland,19,UEFA,win,,,True,completed,2026-06-11,https://inside.fifa.com/fifa-world-ranking/men?dateId=id11944,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026
2026,2026-07-15,Semi-final,1,2,1,ENG,England,4,UEFA,win,,,False,completed,2026-06-11,https://inside.fifa.com/fifa-world-ranking/men?dateId=id11944,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026
